edges randomized for k=160,0.01,0.02,0.04,0.08,0.1,0.2,0.4,0.8,1.0,2.0,4.0,8.0,16.0
80,1.0,1.0,1.0,0.7781808915099703,0.7781808915099703,0.7781808915099703,0.9995361541186613,0.2522035583804555,0.2522035583804555,0.30554210531470505,0.46374726421932194,0.41318622599636046,0.1689219769372796
160,1.0,,,,,,,,,,,,
edges randomized for k=80,143,143,286,573,286,1432,2863,5727,2863,14317,28633,57267,114533
edges randomized for k=160,351,,,,,,,,,,,,
